PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title,class_ticket,num_ticket
257,1,1,female,29.69911764705882,0,0,79.2,U,C,Mrs,PC,17585
258,1,1,female,30.0,0,0,86.5,B,S,Miss,U,110152
259,1,1,female,35.0,0,0,512.3292,U,C,Miss,PC,17755
260,1,2,female,50.0,0,1,26.0,U,S,Mrs,U,230433
261,0,3,male,29.69911764705882,0,0,7.75,U,Q,Mr,U,384461
262,1,3,male,3.0,4,2,31.3875,U,S,Master,U,347077
263,0,1,male,52.0,1,1,79.65,E,S,Mr,U,110413
264,0,1,male,40.0,0,0,0.0,B,S,Mr,U,112059
265,0,3,female,29.69911764705882,0,0,7.75,U,Q,Miss,U,382649
266,0,2,male,36.0,0,0,10.5,U,S,Mr,CA,17248
267,0,3,male,16.0,4,1,39.6875,U,S,Mr,U,3101295
268,1,3,male,25.0,1,0,7.775,U,S,Mr,U,347083
269,1,1,female,58.0,0,1,153.4625,C,S,Mrs,PC,17582
270,1,1,female,35.0,0,0,135.6333,C,S,Miss,PC,17760
271,0,1,male,29.69911764705882,0,0,31.0,U,S,Mr,U,113798
272,1,3,male,25.0,0,0,0.0,U,S,Mr,LINE,0
273,1,2,female,41.0,0,1,19.5,U,S,Mrs,U,250644
274,0,1,male,37.0,0,1,29.7,C,C,Mr,PC,17596
275,1,3,female,29.69911764705882,0,0,7.75,U,Q,Miss,U,370375
276,1,1,female,63.0,1,0,77.9583,D,S,Miss,U,13502
277,0,3,female,45.0,0,0,7.75,U,S,Miss,U,347073
278,0,2,male,29.69911764705882,0,0,0.0,U,S,Mr,U,239853
279,0,3,male,7.0,4,1,29.125,U,Q,Master,U,382652
280,1,3,female,35.0,1,1,20.25,U,S,Mrs,CA,2673
281,0,3,male,65.0,0,0,7.75,U,Q,Mr,U,336439
282,0,3,male,28.0,0,0,7.8542,U,S,Mr,U,347464
283,0,3,male,16.0,0,0,9.5,U,S,Mr,U,345778
284,1,3,male,19.0,0,0,8.05,U,S,Mr,A,10482
285,0,1,male,29.69911764705882,0,0,26.0,A,S,Mr,U,113056
286,0,3,male,33.0,0,0,8.6625,U,C,Mr,U,349239
287,1,3,male,30.0,0,0,9.5,U,S,Mr,U,345774
288,0,3,male,22.0,0,0,7.8958,U,S,Mr,U,349206
289,1,2,male,42.0,0,0,13.0,U,S,Mr,U,237798
290,1,3,female,22.0,0,0,7.75,U,Q,Miss,U,370373
291,1,1,female,26.0,0,0,78.85,U,S,Miss,U,19877
292,1,1,female,19.0,1,0,91.0792,B,C,Mrs,U,11967
293,0,2,male,36.0,0,0,12.875,D,C,Mr,SCParis,2163
294,0,3,female,24.0,0,0,8.85,U,S,Miss,U,349236
295,0,3,male,24.0,0,0,7.8958,U,S,Mr,U,349233
296,0,1,male,29.69911764705882,0,0,27.7208,U,C,Mr,PC,17612
297,0,3,male,23.5,0,0,7.2292,U,C,Mr,U,2693
298,0,1,female,2.0,1,2,151.55,C,S,Miss,U,113781
299,1,1,male,29.69911764705882,0,0,30.5,C,S,Mr,U,19988
300,1,1,female,50.0,0,1,247.5208,B,C,Mrs,PC,17558
301,1,3,female,29.69911764705882,0,0,7.75,U,Q,Miss,U,9234
302,1,3,male,29.69911764705882,2,0,23.25,U,Q,Mr,U,367226
303,0,3,male,19.0,0,0,0.0,U,S,Mr,LINE,0
304,1,2,female,29.69911764705882,0,0,12.35,E,Q,Miss,U,226593
305,0,3,male,29.69911764705882,0,0,8.05,U,S,Mr,A,2466
306,1,1,male,0.92,1,2,151.55,C,S,Master,U,113781
307,1,1,female,29.69911764705882,0,0,110.8833,U,C,Miss,U,17421
308,1,1,female,17.0,1,0,108.9,C,C,Mrs,PC,17758
309,0,2,male,30.0,1,0,24.0,U,C,Mr,PPP,3381
310,1,1,female,30.0,0,0,56.9292,E,C,Miss,PC,17485
311,1,1,female,24.0,0,0,83.1583,C,C,Miss,U,11767
312,1,1,female,18.0,2,2,262.375,B,C,Miss,PC,17608
313,0,2,female,26.0,1,1,26.0,U,S,Mrs,U,250651
314,0,3,male,28.0,0,0,7.8958,U,S,Mr,U,349243
315,0,2,male,43.0,1,1,26.25,U,S,Mr,FCC,13529
316,1,3,female,26.0,0,0,7.8542,U,S,Miss,U,347470
317,1,2,female,24.0,1,0,26.0,U,S,Mrs,U,244367
318,0,2,male,54.0,0,0,14.0,U,S,Dr,U,29011
319,1,1,female,31.0,0,2,164.8667,C,S,Miss,U,36928
320,1,1,female,40.0,1,1,134.5,E,C,Mrs,U,16966
321,0,3,male,22.0,0,0,7.25,U,S,Mr,A,21172
322,0,3,male,27.0,0,0,7.8958,U,S,Mr,U,349219
323,1,2,female,30.0,0,0,12.35,U,Q,Miss,U,234818
324,1,2,female,22.0,1,1,29.0,U,S,Mrs,U,248738
325,0,3,male,29.69911764705882,8,2,69.55,U,S,Mr,CA,2343
326,1,1,female,36.0,0,0,135.6333,C,C,Miss,PC,17760
327,0,3,male,61.0,0,0,6.2375,U,S,Mr,U,345364
328,1,2,female,36.0,0,0,13.0,D,S,Mrs,U,28551
329,1,3,female,31.0,1,1,20.525,U,S,Mrs,U,363291
330,1,1,female,16.0,0,1,57.9792,B,C,Miss,U,111361
331,1,3,female,29.69911764705882,2,0,23.25,U,Q,Miss,U,367226
332,0,1,male,45.5,0,0,28.5,C,S,Mr,U,113043
333,0,1,male,38.0,0,1,153.4625,C,S,Mr,PC,17582
334,0,3,male,16.0,2,0,18.0,U,S,Mr,U,345764
335,1,1,female,29.69911764705882,1,0,133.65,U,S,Mrs,PC,17611
336,0,3,male,29.69911764705882,0,0,7.8958,U,S,Mr,U,349225
337,0,1,male,29.0,1,0,66.6,C,S,Mr,U,113776
338,1,1,female,41.0,0,0,134.5,E,C,Miss,U,16966
339,1,3,male,45.0,0,0,8.05,U,S,Mr,U,7598
340,0,1,male,45.0,0,0,35.5,T,S,Mr,U,113784
341,1,2,male,2.0,1,1,26.0,F,S,Master,U,230080
342,1,1,female,24.0,3,2,263.0,C,S,Miss,U,19950
343,0,2,male,28.0,0,0,13.0,U,S,Mr,U,248740
344,0,2,male,25.0,0,0,13.0,U,S,Mr,U,244361
345,0,2,male,36.0,0,0,13.0,U,S,Mr,U,229236
346,1,2,female,24.0,0,0,13.0,F,S,Miss,U,248733
347,1,2,female,40.0,0,0,13.0,U,S,Miss,U,31418
348,1,3,female,29.69911764705882,1,0,16.1,U,S,Mrs,U,386525
349,1,3,male,3.0,1,1,15.9,U,S,Master,CA,37671
350,0,3,male,42.0,0,0,8.6625,U,S,Mr,U,315088
351,0,3,male,23.0,0,0,9.225,U,S,Mr,U,7267
352,0,1,male,29.69911764705882,0,0,35.0,C,S,Mr,U,113510
353,0,3,male,15.0,1,1,7.2292,U,C,Mr,U,2695
354,0,3,male,25.0,1,0,17.8,U,S,Mr,U,349237
355,0,3,male,29.69911764705882,0,0,7.225,U,C,Mr,U,2647
356,0,3,male,28.0,0,0,9.5,U,S,Mr,U,345783
357,1,1,female,22.0,0,1,55.0,E,S,Miss,U,113505
358,0,2,female,38.0,0,0,13.0,U,S,Miss,U,237671
359,1,3,female,29.69911764705882,0,0,7.8792,U,Q,Miss,U,330931
360,1,3,female,29.69911764705882,0,0,7.8792,U,Q,Miss,U,330980
361,0,3,male,40.0,1,4,27.9,U,S,Mr,U,347088
362,0,2,male,29.0,1,0,27.7208,U,C,Mr,SCPARIS,2167
363,0,3,female,45.0,0,1,14.4542,U,C,Mrs,U,2691
364,0,3,male,35.0,0,0,7.05,U,S,Mr,SOTONOQ,3101310
365,0,3,male,29.69911764705882,1,0,15.5,U,Q,Mr,U,370365
366,0,3,male,30.0,0,0,7.25,U,S,Mr,C,7076
367,1,1,female,60.0,1,0,75.25,D,C,Mrs,U,110813
368,1,3,female,29.69911764705882,0,0,7.2292,U,C,Mrs,U,2626
369,1,3,female,29.69911764705882,0,0,7.75,U,Q,Miss,U,14313
370,1,1,female,24.0,0,0,69.3,B,C,Mme,PC,17477
371,1,1,male,25.0,1,0,55.4417,E,C,Mr,U,11765
372,0,3,male,18.0,1,0,6.4958,U,S,Mr,U,3101267
373,0,3,male,19.0,0,0,8.05,U,S,Mr,U,323951
374,0,1,male,22.0,0,0,135.6333,U,C,Mr,PC,17760
375,0,3,female,3.0,3,1,21.075,U,S,Miss,U,349909
376,1,1,female,29.69911764705882,1,0,82.1708,U,C,Mrs,PC,17604
377,1,3,female,22.0,0,0,7.25,U,S,Miss,C,7077
378,0,1,male,27.0,0,2,211.5,C,C,Mr,U,113503
379,0,3,male,20.0,0,0,4.0125,U,C,Mr,U,2648
380,0,3,male,19.0,0,0,7.775,U,S,Mr,U,347069
381,1,1,female,42.0,0,0,227.525,U,C,Miss,PC,17757
382,1,3,female,1.0,0,2,15.7417,U,C,Miss,U,2653
383,0,3,male,32.0,0,0,7.925,U,S,Mr,STONO,23101293
384,1,1,female,35.0,1,0,52.0,U,S,Mrs,U,113789
385,0,3,male,29.69911764705882,0,0,7.8958,U,S,Mr,U,349227
386,0,2,male,18.0,0,0,73.5,U,S,Mr,SOC,14879
387,0,3,male,1.0,5,2,46.9,U,S,Master,CA,2144
388,1,2,female,36.0,0,0,13.0,U,S,Miss,U,27849
389,0,3,male,29.69911764705882,0,0,7.7292,U,Q,Mr,U,367655
390,1,2,female,17.0,0,0,12.0,U,C,Miss,SC,1748
391,1,1,male,36.0,1,2,120.0,B,S,Mr,U,113760
392,1,3,male,21.0,0,0,7.7958,U,S,Mr,U,350034
393,0,3,male,28.0,2,0,7.925,U,S,Mr,U,3101277
394,1,1,female,23.0,1,0,113.275,D,C,Miss,U,35273
395,1,3,female,24.0,0,2,16.7,G,S,Mrs,PP,9549
396,0,3,male,22.0,0,0,7.7958,U,S,Mr,U,350052
397,0,3,female,31.0,0,0,7.8542,U,S,Miss,U,350407
398,0,2,male,46.0,0,0,26.0,U,S,Mr,U,28403
399,0,2,male,23.0,0,0,10.5,U,S,Dr,U,244278
