PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title,class_ticket,num_ticket
85,1,2,female,17.0,0,0,10.5,Unknown,S,Miss,SOC,14885
86,1,3,female,33.0,3,0,15.85,Unknown,S,Mrs,,3101278
87,0,3,male,16.0,1,3,34.375,Unknown,S,Mr,WC,6608
88,0,3,male,29.69911764705882,0,0,8.05,Unknown,S,Mr,SOTONOQ,392086
89,1,1,female,23.0,3,2,263.0,C23 C25 C27,S,Miss,,19950
90,0,3,male,24.0,0,0,8.05,Unknown,S,Mr,,343275
91,0,3,male,29.0,0,0,8.05,Unknown,S,Mr,,343276
92,0,3,male,20.0,0,0,7.8542,Unknown,S,Mr,,347466
93,0,1,male,46.0,1,0,61.175,E31,S,Mr,WEP,5734
94,0,3,male,26.0,1,2,20.575,Unknown,S,Mr,CA,2315
95,0,3,male,59.0,0,0,7.25,Unknown,S,Mr,,364500
96,0,3,male,29.69911764705882,0,0,8.05,Unknown,S,Mr,,374910
97,0,1,male,71.0,0,0,34.6542,A5,C,Mr,PC,17754
98,1,1,male,23.0,0,1,63.3583,D10 D12,C,Mr,PC,17759
99,1,2,female,34.0,0,1,23.0,Unknown,S,Mrs,,231919
100,0,2,male,34.0,1,0,26.0,Unknown,S,Mr,,244367
101,0,3,female,28.0,0,0,7.8958,Unknown,S,Miss,,349245
102,0,3,male,29.69911764705882,0,0,7.8958,Unknown,S,Mr,,349215
103,0,1,male,21.0,0,1,77.2875,D26,S,Mr,,35281
104,0,3,male,33.0,0,0,8.6542,Unknown,S,Mr,,7540
105,0,3,male,37.0,2,0,7.925,Unknown,S,Mr,,3101276
106,0,3,male,28.0,0,0,7.8958,Unknown,S,Mr,,349207
107,1,3,female,21.0,0,0,7.65,Unknown,S,Miss,,343120
108,1,3,male,29.69911764705882,0,0,7.775,Unknown,S,Mr,,312991
109,0,3,male,38.0,0,0,7.8958,Unknown,S,Mr,,349249
110,1,3,female,29.69911764705882,1,0,24.15,Unknown,Q,Miss,,371110
111,0,1,male,47.0,0,0,52.0,C110,S,Mr,,110465
112,0,3,female,14.5,1,0,14.4542,Unknown,C,Miss,,2665
113,0,3,male,22.0,0,0,8.05,Unknown,S,Mr,,324669
114,0,3,female,20.0,1,0,9.825,Unknown,S,Miss,,4136
115,0,3,female,17.0,0,0,14.4583,Unknown,C,Miss,,2627
116,0,3,male,21.0,0,0,7.925,Unknown,S,Mr,STONO,23101294
117,0,3,male,70.5,0,0,7.75,Unknown,Q,Mr,,370369
118,0,2,male,29.0,1,0,21.0,Unknown,S,Mr,,11668
119,0,1,male,24.0,0,1,247.5208,B58 B60,C,Mr,PC,17558
120,0,3,female,2.0,4,2,31.275,Unknown,S,Miss,,347082
121,0,2,male,21.0,2,0,73.5,Unknown,S,Mr,SOC,14879
122,0,3,male,29.69911764705882,0,0,8.05,Unknown,S,Mr,A,54510
123,0,2,male,32.5,1,0,30.0708,Unknown,C,Mr,,237736
124,1,2,female,32.5,0,0,13.0,E101,S,Miss,,27267
125,0,1,male,54.0,0,1,77.2875,D26,S,Mr,,35281
126,1,3,male,12.0,1,0,11.2417,Unknown,C,Master,,2651
127,0,3,male,29.69911764705882,0,0,7.75,Unknown,Q,Mr,,370372
128,1,3,male,24.0,0,0,7.1417,Unknown,S,Mr,C,17369
129,1,3,female,29.69911764705882,1,1,22.3583,F E69,C,Miss,,2668
130,0,3,male,45.0,0,0,6.975,Unknown,S,Mr,,347061
131,0,3,male,33.0,0,0,7.8958,Unknown,C,Mr,,349241
132,0,3,male,20.0,0,0,7.05,Unknown,S,Mr,SOTONOQ,3101307
133,0,3,female,47.0,1,0,14.5,Unknown,S,Mrs,A,3337
134,1,2,female,29.0,1,0,26.0,Unknown,S,Mrs,,228414
135,0,2,male,25.0,0,0,13.0,Unknown,S,Mr,CA,29178
136,0,2,male,23.0,0,0,15.0458,Unknown,C,Mr,SCPARIS,2133
137,1,1,female,19.0,0,2,26.2833,D47,S,Miss,,11752
138,0,1,male,37.0,1,0,53.1,C123,S,Mr,,113803
139,0,3,male,16.0,0,0,9.2167,Unknown,S,Mr,,7534
140,0,1,male,24.0,0,0,79.2,B86,C,Mr,PC,17593
141,0,3,female,29.69911764705882,0,2,15.2458,Unknown,C,Mrs,,2678
142,1,3,female,22.0,0,0,7.75,Unknown,S,Miss,,347081
143,1,3,female,24.0,1,0,15.85,Unknown,S,Mrs,STONO,3101279
144,0,3,male,19.0,0,0,6.75,Unknown,Q,Mr,,365222
145,0,2,male,18.0,0,0,11.5,Unknown,S,Mr,,231945
146,0,2,male,19.0,1,1,36.75,Unknown,S,Mr,CA,33112
147,1,3,male,27.0,0,0,7.7958,Unknown,S,Mr,,350043
148,0,3,female,9.0,2,2,34.375,Unknown,S,Miss,WC,6608
149,0,2,male,36.5,0,2,26.0,F2,S,Mr,,230080
150,0,2,male,42.0,0,0,13.0,Unknown,S,Rev,,244310
151,0,2,male,51.0,0,0,12.525,Unknown,S,Rev,SOP,1166
152,1,1,female,22.0,1,0,66.6,C2,S,Mrs,,113776
153,0,3,male,55.5,0,0,8.05,Unknown,S,Mr,A,11206
154,0,3,male,40.5,0,2,14.5,Unknown,S,Mr,A,851
155,0,3,male,29.69911764705882,0,0,7.3125,Unknown,S,Mr,Fa,265302
156,0,1,male,51.0,0,1,61.3792,Unknown,C,Mr,PC,17597
157,1,3,female,16.0,0,0,7.7333,Unknown,Q,Miss,,35851
158,0,3,male,30.0,0,0,8.05,Unknown,S,Mr,SOTONOQ,392090
159,0,3,male,29.69911764705882,0,0,8.6625,Unknown,S,Mr,,315037
160,0,3,male,29.69911764705882,8,2,69.55,Unknown,S,Master,CA,2343
161,0,3,male,44.0,0,1,16.1,Unknown,S,Mr,,371362
162,1,2,female,40.0,0,0,15.75,Unknown,S,Mrs,CA,33595
163,0,3,male,26.0,0,0,7.775,Unknown,S,Mr,,347068
164,0,3,male,17.0,0,0,8.6625,Unknown,S,Mr,,315093
165,0,3,male,1.0,4,1,39.6875,Unknown,S,Master,,3101295
166,1,3,male,9.0,0,2,20.525,Unknown,S,Master,,363291
167,1,1,female,29.69911764705882,0,1,55.0,E33,S,Mrs,,113505
168,0,3,female,45.0,1,4,27.9,Unknown,S,Mrs,,347088
169,0,1,male,29.69911764705882,0,0,25.925,Unknown,S,Mr,PC,17318
170,0,3,male,28.0,0,0,56.4958,Unknown,S,Mr,,1601
171,0,1,male,61.0,0,0,33.5,B19,S,Mr,,111240
172,0,3,male,4.0,4,1,29.125,Unknown,Q,Master,,382652
173,1,3,female,1.0,1,1,11.1333,Unknown,S,Miss,,347742
174,0,3,male,21.0,0,0,7.925,Unknown,S,Mr,STONO,23101280
175,0,1,male,56.0,0,0,30.6958,A7,C,Mr,,17764
176,0,3,male,18.0,1,1,7.8542,Unknown,S,Mr,,350404
177,0,3,male,29.69911764705882,3,1,25.4667,Unknown,S,Master,,4133
178,0,1,female,50.0,0,0,28.7125,C49,C,Miss,PC,17595
179,0,2,male,30.0,0,0,13.0,Unknown,S,Mr,,250653
180,0,3,male,36.0,0,0,0.0,Unknown,S,Mr,LINE,0
181,0,3,female,29.69911764705882,8,2,69.55,Unknown,S,Miss,CA,2343
182,0,2,male,29.69911764705882,0,0,15.05,Unknown,C,Mr,SCPARIS,2131
183,0,3,male,9.0,4,2,31.3875,Unknown,S,Master,,347077
184,1,2,male,1.0,2,1,39.0,F4,S,Master,,230136
185,1,3,female,4.0,0,2,22.025,Unknown,S,Miss,,315153
186,0,1,male,29.69911764705882,0,0,50.0,A32,S,Mr,,113767
187,1,3,female,29.69911764705882,1,0,15.5,Unknown,Q,Mrs,,370365
188,1,1,male,45.0,0,0,26.55,Unknown,S,Mr,,111428
189,0,3,male,40.0,1,1,15.5,Unknown,Q,Mr,,364849
190,0,3,male,36.0,0,0,7.8958,Unknown,S,Mr,,349247
191,1,2,female,32.0,0,0,13.0,Unknown,S,Mrs,,234604
192,0,2,male,19.0,0,0,13.0,Unknown,S,Mr,,28424
193,1,3,female,19.0,1,0,7.8542,Unknown,S,Miss,,350046
194,1,2,male,3.0,1,1,26.0,F2,S,Master,,230080
195,1,1,female,44.0,0,0,27.7208,B4,C,Mrs,PC,17610
196,1,1,female,58.0,0,0,146.5208,B80,C,Miss,PC,17569
197,0,3,male,29.69911764705882,0,0,7.75,Unknown,Q,Mr,,368703
198,0,3,male,42.0,0,1,8.4042,Unknown,S,Mr,,4579
199,1,3,female,29.69911764705882,0,0,7.75,Unknown,Q,Miss,,370370
200,0,2,female,24.0,0,0,13.0,Unknown,S,Miss,,248747
201,0,3,male,28.0,0,0,9.5,Unknown,S,Mr,,345770
202,0,3,male,29.69911764705882,8,2,69.55,Unknown,S,Mr,CA,2343
203,0,3,male,34.0,0,0,6.4958,Unknown,S,Mr,,3101264
204,0,3,male,45.5,0,0,7.225,Unknown,C,Mr,,2628
205,1,3,male,18.0,0,0,8.05,Unknown,S,Mr,A,3540
206,0,3,female,2.0,0,1,10.4625,G6,S,Miss,,347054
207,0,3,male,32.0,1,0,15.85,Unknown,S,Mr,,3101278
208,1,3,male,26.0,0,0,18.7875,Unknown,C,Mr,,2699
209,1,3,female,16.0,0,0,7.75,Unknown,Q,Miss,,367231
210,1,1,male,40.0,0,0,31.0,A31,C,Mr,,112277
211,0,3,male,24.0,0,0,7.05,Unknown,S,Mr,SOTONOQ,3101311
212,1,2,female,35.0,0,0,21.0,Unknown,S,Miss,FCC,13528
213,0,3,male,22.0,0,0,7.25,Unknown,S,Mr,A,21174
214,0,2,male,30.0,0,0,13.0,Unknown,S,Mr,,250646
215,0,3,male,29.69911764705882,1,0,7.75,Unknown,Q,Mr,,367229
216,1,1,female,31.0,1,0,113.275,D36,C,Miss,,35273
217,1,3,female,27.0,0,0,7.925,Unknown,S,Miss,STONO,3101283
218,0,2,male,42.0,1,0,27.0,Unknown,S,Mr,,243847
219,1,1,female,32.0,0,0,76.2917,D15,C,Miss,,11813
220,0,2,male,30.0,0,0,10.5,Unknown,S,Mr,WC,14208
221,1,3,male,16.0,0,0,8.05,Unknown,S,Mr,SOTONOQ,392089
222,0,2,male,27.0,0,0,13.0,Unknown,S,Mr,,220367
223,0,3,male,51.0,0,0,8.05,Unknown,S,Mr,,21440
224,0,3,male,29.69911764705882,0,0,7.8958,Unknown,S,Mr,,349234
225,1,1,male,38.0,1,0,90.0,C93,S,Mr,,19943
226,0,3,male,22.0,0,0,9.35,Unknown,S,Mr,PP,4348
227,1,2,male,19.0,0,0,10.5,Unknown,S,Mr,SWPP,751
228,0,3,male,20.5,0,0,7.25,Unknown,S,Mr,A,21173
229,0,2,male,18.0,0,0,13.0,Unknown,S,Mr,,236171
230,0,3,female,29.69911764705882,3,1,25.4667,Unknown,S,Miss,,4133
231,1,1,female,35.0,1,0,83.475,C83,S,Mrs,,36973
232,0,3,male,29.0,0,0,7.775,Unknown,S,Mr,,347067
233,0,2,male,59.0,0,0,13.5,Unknown,S,Mr,,237442
234,1,3,female,5.0,4,2,31.3875,Unknown,S,Miss,,347077
235,0,2,male,24.0,0,0,10.5,Unknown,S,Mr,CA,29566
236,0,3,female,29.69911764705882,0,0,7.55,Unknown,S,Miss,WC,6609
237,0,2,male,44.0,1,0,26.0,Unknown,S,Mr,,26707
238,1,2,female,8.0,0,2,26.25,Unknown,S,Miss,CA,31921
239,0,2,male,19.0,0,0,10.5,Unknown,S,Mr,,28665
240,0,2,male,33.0,0,0,12.275,Unknown,S,Mr,SCOW,1585
241,0,3,female,29.69911764705882,1,0,14.4542,Unknown,C,Miss,,2665
242,1,3,female,29.69911764705882,1,0,15.5,Unknown,Q,Miss,,367230
243,0,2,male,29.0,0,0,10.5,Unknown,S,Mr,WC,14263
244,0,3,male,22.0,0,0,7.125,Unknown,S,Mr,STONO,23101275
245,0,3,male,30.0,0,0,7.225,Unknown,C,Mr,,2694
246,0,1,male,44.0,2,0,90.0,C78,Q,Dr,,19928
247,0,3,female,25.0,0,0,7.775,Unknown,S,Miss,,347071
248,1,2,female,24.0,0,2,14.5,Unknown,S,Mrs,,250649
249,1,1,male,37.0,1,1,52.5542,D35,S,Mr,,11751
250,0,2,male,54.0,1,0,26.0,Unknown,S,Rev,,244252
251,0,3,male,29.69911764705882,0,0,7.25,Unknown,S,Mr,,362316
252,0,3,female,29.0,1,1,10.4625,G6,S,Mrs,,347054
253,0,1,male,62.0,0,0,26.55,C87,S,Mr,,113514
254,0,3,male,30.0,1,0,16.1,Unknown,S,Mr,A,3336
255,0,3,female,41.0,0,2,20.2125,Unknown,S,Mrs,,370129
256,1,3,female,29.0,0,2,15.2458,Unknown,C,Mrs,,2650
257,1,1,female,29.69911764705882,0,0,79.2,Unknown,C,Mrs,PC,17585
258,1,1,female,30.0,0,0,86.5,B77,S,Miss,,110152
259,1,1,female,35.0,0,0,512.3292,Unknown,C,Miss,PC,17755
260,1,2,female,50.0,0,1,26.0,Unknown,S,Mrs,,230433
261,0,3,male,29.69911764705882,0,0,7.75,Unknown,Q,Mr,,384461
262,1,3,male,3.0,4,2,31.3875,Unknown,S,Master,,347077
263,0,1,male,52.0,1,1,79.65,E67,S,Mr,,110413
264,0,1,male,40.0,0,0,0.0,B94,S,Mr,,112059
265,0,3,female,29.69911764705882,0,0,7.75,Unknown,Q,Miss,,382649
266,0,2,male,36.0,0,0,10.5,Unknown,S,Mr,CA,17248
267,0,3,male,16.0,4,1,39.6875,Unknown,S,Mr,,3101295
268,1,3,male,25.0,1,0,7.775,Unknown,S,Mr,,347083
269,1,1,female,58.0,0,1,153.4625,C125,S,Mrs,PC,17582
270,1,1,female,35.0,0,0,135.6333,C99,S,Miss,PC,17760
271,0,1,male,29.69911764705882,0,0,31.0,Unknown,S,Mr,,113798
272,1,3,male,25.0,0,0,0.0,Unknown,S,Mr,LINE,0
273,1,2,female,41.0,0,1,19.5,Unknown,S,Mrs,,250644
274,0,1,male,37.0,0,1,29.7,C118,C,Mr,PC,17596
275,1,3,female,29.69911764705882,0,0,7.75,Unknown,Q,Miss,,370375
276,1,1,female,63.0,1,0,77.9583,D7,S,Miss,,13502
277,0,3,female,45.0,0,0,7.75,Unknown,S,Miss,,347073
278,0,2,male,29.69911764705882,0,0,0.0,Unknown,S,Mr,,239853
279,0,3,male,7.0,4,1,29.125,Unknown,Q,Master,,382652
280,1,3,female,35.0,1,1,20.25,Unknown,S,Mrs,CA,2673
281,0,3,male,65.0,0,0,7.75,Unknown,Q,Mr,,336439
282,0,3,male,28.0,0,0,7.8542,Unknown,S,Mr,,347464
283,0,3,male,16.0,0,0,9.5,Unknown,S,Mr,,345778
284,1,3,male,19.0,0,0,8.05,Unknown,S,Mr,A,10482
285,0,1,male,29.69911764705882,0,0,26.0,A19,S,Mr,,113056
286,0,3,male,33.0,0,0,8.6625,Unknown,C,Mr,,349239
287,1,3,male,30.0,0,0,9.5,Unknown,S,Mr,,345774
288,0,3,male,22.0,0,0,7.8958,Unknown,S,Mr,,349206
289,1,2,male,42.0,0,0,13.0,Unknown,S,Mr,,237798
290,1,3,female,22.0,0,0,7.75,Unknown,Q,Miss,,370373
291,1,1,female,26.0,0,0,78.85,Unknown,S,Miss,,19877
292,1,1,female,19.0,1,0,91.0792,B49,C,Mrs,,11967
293,0,2,male,36.0,0,0,12.875,D,C,Mr,SCParis,2163
294,0,3,female,24.0,0,0,8.85,Unknown,S,Miss,,349236
295,0,3,male,24.0,0,0,7.8958,Unknown,S,Mr,,349233
296,0,1,male,29.69911764705882,0,0,27.7208,Unknown,C,Mr,PC,17612
297,0,3,male,23.5,0,0,7.2292,Unknown,C,Mr,,2693
298,0,1,female,2.0,1,2,151.55,C22 C26,S,Miss,,113781
299,1,1,male,29.69911764705882,0,0,30.5,C106,S,Mr,,19988
300,1,1,female,50.0,0,1,247.5208,B58 B60,C,Mrs,PC,17558
301,1,3,female,29.69911764705882,0,0,7.75,Unknown,Q,Miss,,9234
302,1,3,male,29.69911764705882,2,0,23.25,Unknown,Q,Mr,,367226
303,0,3,male,19.0,0,0,0.0,Unknown,S,Mr,LINE,0
304,1,2,female,29.69911764705882,0,0,12.35,E101,Q,Miss,,226593
305,0,3,male,29.69911764705882,0,0,8.05,Unknown,S,Mr,A,2466
306,1,1,male,0.92,1,2,151.55,C22 C26,S,Master,,113781
307,1,1,female,29.69911764705882,0,0,110.8833,Unknown,C,Miss,,17421
308,1,1,female,17.0,1,0,108.9,C65,C,Mrs,PC,17758
309,0,2,male,30.0,1,0,24.0,Unknown,C,Mr,PPP,3381
310,1,1,female,30.0,0,0,56.9292,E36,C,Miss,PC,17485
311,1,1,female,24.0,0,0,83.1583,C54,C,Miss,,11767
312,1,1,female,18.0,2,2,262.375,B57 B59 B63 B66,C,Miss,PC,17608
313,0,2,female,26.0,1,1,26.0,Unknown,S,Mrs,,250651
314,0,3,male,28.0,0,0,7.8958,Unknown,S,Mr,,349243
315,0,2,male,43.0,1,1,26.25,Unknown,S,Mr,FCC,13529
316,1,3,female,26.0,0,0,7.8542,Unknown,S,Miss,,347470
317,1,2,female,24.0,1,0,26.0,Unknown,S,Mrs,,244367
318,0,2,male,54.0,0,0,14.0,Unknown,S,Dr,,29011
319,1,1,female,31.0,0,2,164.8667,C7,S,Miss,,36928
320,1,1,female,40.0,1,1,134.5,E34,C,Mrs,,16966
321,0,3,male,22.0,0,0,7.25,Unknown,S,Mr,A,21172
322,0,3,male,27.0,0,0,7.8958,Unknown,S,Mr,,349219
323,1,2,female,30.0,0,0,12.35,Unknown,Q,Miss,,234818
324,1,2,female,22.0,1,1,29.0,Unknown,S,Mrs,,248738
325,0,3,male,29.69911764705882,8,2,69.55,Unknown,S,Mr,CA,2343
326,1,1,female,36.0,0,0,135.6333,C32,C,Miss,PC,17760
327,0,3,male,61.0,0,0,6.2375,Unknown,S,Mr,,345364
328,1,2,female,36.0,0,0,13.0,D,S,Mrs,,28551
329,1,3,female,31.0,1,1,20.525,Unknown,S,Mrs,,363291
330,1,1,female,16.0,0,1,57.9792,B18,C,Miss,,111361
331,1,3,female,29.69911764705882,2,0,23.25,Unknown,Q,Miss,,367226
332,0,1,male,45.5,0,0,28.5,C124,S,Mr,,113043
333,0,1,male,38.0,0,1,153.4625,C91,S,Mr,PC,17582
334,0,3,male,16.0,2,0,18.0,Unknown,S,Mr,,345764
335,1,1,female,29.69911764705882,1,0,133.65,Unknown,S,Mrs,PC,17611
336,0,3,male,29.69911764705882,0,0,7.8958,Unknown,S,Mr,,349225
337,0,1,male,29.0,1,0,66.6,C2,S,Mr,,113776
338,1,1,female,41.0,0,0,134.5,E40,C,Miss,,16966
339,1,3,male,45.0,0,0,8.05,Unknown,S,Mr,,7598
340,0,1,male,45.0,0,0,35.5,T,S,Mr,,113784
341,1,2,male,2.0,1,1,26.0,F2,S,Master,,230080
342,1,1,female,24.0,3,2,263.0,C23 C25 C27,S,Miss,,19950
343,0,2,male,28.0,0,0,13.0,Unknown,S,Mr,,248740
344,0,2,male,25.0,0,0,13.0,Unknown,S,Mr,,244361
345,0,2,male,36.0,0,0,13.0,Unknown,S,Mr,,229236
346,1,2,female,24.0,0,0,13.0,F33,S,Miss,,248733
347,1,2,female,40.0,0,0,13.0,Unknown,S,Miss,,31418
348,1,3,female,29.69911764705882,1,0,16.1,Unknown,S,Mrs,,386525
349,1,3,male,3.0,1,1,15.9,Unknown,S,Master,CA,37671
350,0,3,male,42.0,0,0,8.6625,Unknown,S,Mr,,315088
351,0,3,male,23.0,0,0,9.225,Unknown,S,Mr,,7267
352,0,1,male,29.69911764705882,0,0,35.0,C128,S,Mr,,113510
353,0,3,male,15.0,1,1,7.2292,Unknown,C,Mr,,2695
354,0,3,male,25.0,1,0,17.8,Unknown,S,Mr,,349237
355,0,3,male,29.69911764705882,0,0,7.225,Unknown,C,Mr,,2647
356,0,3,male,28.0,0,0,9.5,Unknown,S,Mr,,345783
357,1,1,female,22.0,0,1,55.0,E33,S,Miss,,113505
358,0,2,female,38.0,0,0,13.0,Unknown,S,Miss,,237671
359,1,3,female,29.69911764705882,0,0,7.8792,Unknown,Q,Miss,,330931
360,1,3,female,29.69911764705882,0,0,7.8792,Unknown,Q,Miss,,330980
361,0,3,male,40.0,1,4,27.9,Unknown,S,Mr,,347088
362,0,2,male,29.0,1,0,27.7208,Unknown,C,Mr,SCPARIS,2167
363,0,3,female,45.0,0,1,14.4542,Unknown,C,Mrs,,2691
364,0,3,male,35.0,0,0,7.05,Unknown,S,Mr,SOTONOQ,3101310
365,0,3,male,29.69911764705882,1,0,15.5,Unknown,Q,Mr,,370365
366,0,3,male,30.0,0,0,7.25,Unknown,S,Mr,C,7076
367,1,1,female,60.0,1,0,75.25,D37,C,Mrs,,110813
368,1,3,female,29.69911764705882,0,0,7.2292,Unknown,C,Mrs,,2626
369,1,3,female,29.69911764705882,0,0,7.75,Unknown,Q,Miss,,14313
370,1,1,female,24.0,0,0,69.3,B35,C,Mme,PC,17477
371,1,1,male,25.0,1,0,55.4417,E50,C,Mr,,11765
372,0,3,male,18.0,1,0,6.4958,Unknown,S,Mr,,3101267
373,0,3,male,19.0,0,0,8.05,Unknown,S,Mr,,323951
374,0,1,male,22.0,0,0,135.6333,Unknown,C,Mr,PC,17760
375,0,3,female,3.0,3,1,21.075,Unknown,S,Miss,,349909
376,1,1,female,29.69911764705882,1,0,82.1708,Unknown,C,Mrs,PC,17604
377,1,3,female,22.0,0,0,7.25,Unknown,S,Miss,C,7077
378,0,1,male,27.0,0,2,211.5,C82,C,Mr,,113503
